1906-02-14,21069008,"The Gadfly, 14 February 1906",http://nla.gov.au/nla.news-page21069008,1906-02-14-21069008.jpg
1906-02-21,21069036,"The Gadfly, 21 February 1906",http://nla.gov.au/nla.news-page21069036,1906-02-21-21069036.jpg
1906-02-28,21069064,"The Gadfly, 28 February 1906",http://nla.gov.au/nla.news-page21069064,1906-02-28-21069064.jpg
1906-03-07,21069092,"The Gadfly,  7 March 1906",http://nla.gov.au/nla.news-page21069092,1906-03-07-21069092.jpg
1906-03-14,21069120,"The Gadfly, 14 March 1906",http://nla.gov.au/nla.news-page21069120,1906-03-14-21069120.jpg
1906-03-21,21069148,"The Gadfly, 21 March 1906",http://nla.gov.au/nla.news-page21069148,1906-03-21-21069148.jpg
1906-03-28,21069176,"The Gadfly, 28 March 1906",http://nla.gov.au/nla.news-page21069176,1906-03-28-21069176.jpg
1906-04-04,21069204,"The Gadfly,  4 April 1906",http://nla.gov.au/nla.news-page21069204,1906-04-04-21069204.jpg
1906-04-11,21069228,"The Gadfly, 11 April 1906",http://nla.gov.au/nla.news-page21069228,1906-04-11-21069228.jpg
1906-04-18,21069252,"The Gadfly, 18 April 1906",http://nla.gov.au/nla.news-page21069252,1906-04-18-21069252.jpg
1906-04-25,21069276,"The Gadfly, 25 April 1906",http://nla.gov.au/nla.news-page21069276,1906-04-25-21069276.jpg
1906-05-02,21069300,"The Gadfly,  2 May 1906",http://nla.gov.au/nla.news-page21069300,1906-05-02-21069300.jpg
1906-05-09,21069324,"The Gadfly,  9 May 1906",http://nla.gov.au/nla.news-page21069324,1906-05-09-21069324.jpg
1906-05-16,21069348,"The Gadfly, 16 May 1906",http://nla.gov.au/nla.news-page21069348,1906-05-16-21069348.jpg
1906-05-23,21069372,"The Gadfly, 23 May 1906",http://nla.gov.au/nla.news-page21069372,1906-05-23-21069372.jpg
1906-05-30,21069396,"The Gadfly, 30 May 1906",http://nla.gov.au/nla.news-page21069396,1906-05-30-21069396.jpg
1906-06-06,21069420,"The Gadfly,  6 June 1906",http://nla.gov.au/nla.news-page21069420,1906-06-06-21069420.jpg
1906-06-13,21069446,"The Gadfly, 13 June 1906",http://nla.gov.au/nla.news-page21069446,1906-06-13-21069446.jpg
1906-06-20,21069470,"The Gadfly, 20 June 1906",http://nla.gov.au/nla.news-page21069470,1906-06-20-21069470.jpg
1906-06-27,21069494,"The Gadfly, 27 June 1906",http://nla.gov.au/nla.news-page21069494,1906-06-27-21069494.jpg
1906-07-04,21069518,"The Gadfly,  4 July 1906",http://nla.gov.au/nla.news-page21069518,1906-07-04-21069518.jpg
1906-07-11,21069542,"The Gadfly, 11 July 1906",http://nla.gov.au/nla.news-page21069542,1906-07-11-21069542.jpg
1906-07-18,21069566,"The Gadfly, 18 July 1906",http://nla.gov.au/nla.news-page21069566,1906-07-18-21069566.jpg
1906-07-25,21069590,"The Gadfly, 25 July 1906",http://nla.gov.au/nla.news-page21069590,1906-07-25-21069590.jpg
1906-08-01,21069614,"The Gadfly,  1 August 1906",http://nla.gov.au/nla.news-page21069614,1906-08-01-21069614.jpg
1906-08-08,21069638,"The Gadfly,  8 August 1906",http://nla.gov.au/nla.news-page21069638,1906-08-08-21069638.jpg
1906-08-15,21069662,"The Gadfly, 15 August 1906",http://nla.gov.au/nla.news-page21069662,1906-08-15-21069662.jpg
1906-08-22,21069686,"The Gadfly, 22 August 1906",http://nla.gov.au/nla.news-page21069686,1906-08-22-21069686.jpg
1906-08-29,21069710,"The Gadfly, 29 August 1906",http://nla.gov.au/nla.news-page21069710,1906-08-29-21069710.jpg
1906-09-05,21069730,"The Gadfly,  5 September 1906",http://nla.gov.au/nla.news-page21069730,1906-09-05-21069730.jpg
1906-09-12,21069750,"The Gadfly, 12 September 1906",http://nla.gov.au/nla.news-page21069750,1906-09-12-21069750.jpg
1906-09-19,21069770,"The Gadfly, 19 September 1906",http://nla.gov.au/nla.news-page21069770,1906-09-19-21069770.jpg
1906-09-26,21069790,"The Gadfly, 26 September 1906",http://nla.gov.au/nla.news-page21069790,1906-09-26-21069790.jpg
1906-10-03,21069810,"The Gadfly,  3 October 1906",http://nla.gov.au/nla.news-page21069810,1906-10-03-21069810.jpg
1906-10-10,21069830,"The Gadfly, 10 October 1906",http://nla.gov.au/nla.news-page21069830,1906-10-10-21069830.jpg
1906-10-17,21069850,"The Gadfly, 17 October 1906",http://nla.gov.au/nla.news-page21069850,1906-10-17-21069850.jpg
1906-10-24,21069870,"The Gadfly, 24 October 1906",http://nla.gov.au/nla.news-page21069870,1906-10-24-21069870.jpg
1906-10-31,21069890,"The Gadfly, 31 October 1906",http://nla.gov.au/nla.news-page21069890,1906-10-31-21069890.jpg
1906-11-07,21066896,"The Gadfly,  7 November 1906",http://nla.gov.au/nla.news-page21066896,1906-11-07-21066896.jpg
1906-11-14,21066916,"The Gadfly, 14 November 1906",http://nla.gov.au/nla.news-page21066916,1906-11-14-21066916.jpg
1906-11-21,21066936,"The Gadfly, 21 November 1906",http://nla.gov.au/nla.news-page21066936,1906-11-21-21066936.jpg
1906-11-28,21066956,"The Gadfly, 28 November 1906",http://nla.gov.au/nla.news-page21066956,1906-11-28-21066956.jpg
1906-12-05,21066976,"The Gadfly,  5 December 1906",http://nla.gov.au/nla.news-page21066976,1906-12-05-21066976.jpg
1906-12-12,21066996,"The Gadfly, 12 December 1906",http://nla.gov.au/nla.news-page21066996,1906-12-12-21066996.jpg
